Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Price,Quantity,Payment_Status,Return_ID,Original_Tx_ID,Return_Date,Refund_Amount,Status,Clean_Tx_ID,Is_Returned,Extracted_Order_ID,Issue_Category,Month_Day
100096.0,2023-11-18,C0001,Electronics,NoiseCancel Headphones,166.52,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-18
100880.0,2023-12-09,C0001,Smart Home,NordLock Pro,231.5,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-09
100070.0,2023-11-17,C0124,Accessories,Accessory Bundle,86.79,1,Paid,,,,,,,0,100070.0,Produkta brāķis,2023-11-17
100797.0,,C0097,Electronics,Tablet A,583.65,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100721.0,2023-12-06,C0085,Smart Home,NordLock Pro,200.26,1,Paid,,,,,,,0,100721.0,Produkta brāķis,2023-12-06
100796.0,2023-12-07,C0145,Accessories,Wireless Mouse,43.57,1,Paid,,,,,,,0,100796.0,Piegāde,2023-12-07
100353.0,,C0010,Electronics,NoiseCancel Headphones,297.95,1,Failed,,,,,,,0,,Nav sūdzību,NaT
100352.0,2023-11-28,C0013,Electronics,Laptop X,1343.0,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-28
100551.0,,C0200,Electronics,Tablet A,445.23,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100404.0,2023-11-29,C0017,Smart Home,NordTherm,83.85,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-29
100715.0,,C0002,Electronics,NoiseCancel Headphones,330.75,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100431.0,,C0310,Smart Home,NordLock Pro,193.31,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100608.0,2023-12-04,C0024,Smart Home,NordTherm,81.21,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-04
100648.0,2023-12-05,C0024,Electronics,Smartphone Z,834.38,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-05
100623.0,,C0002,Accessories,Laptop Sleeve,43.96,2,Paid,,,,,,,0,,Nav sūdzību,NaT
100341.0,2023-11-27,C0006,Electronics,NoiseCancel Headphones,300.7,2,Paid,,,,,,,0,,Nav sūdzību,2023-11-27
100742.0,2023-12-07,C0001,Accessories,USB-C Cable,10.69,4,Paid,,,,,,,0,,Nav sūdzību,2023-12-07
100873.0,2023-12-09,C0004,Electronics,Smartphone Z,863.18,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-09
100078.0,,C0007,Electronics,Tablet A,527.12,1,Paid,,,,,,,0,,Nav sūdzību,NaT
101143.0,2023-12-10,C0001,Electronics,TV Pro,970.6,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-10
100910.0,,C0006,Smart Home,NordLock Pro,181.92,1,Failed,,,,,,,0,,Nav sūdzību,NaT
100432.0,2023-11-29,C0006,Smart Home,NordLock Pro,187.29,1,Failed,,,,,,,0,,Nav sūdzību,2023-11-29
100272.0,,C0003,Electronics,TV Pro,1118.62,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100081.0,,C0091,Electronics,Tablet A,372.51,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100280.0,2023-11-25,C0002,Accessories,Charger,39.36,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-25
100837.0,,C0006,Electronics,Tablet A,702.29,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100506.0,2023-12-01,C0057,Accessories,Screen Protector,7.12,1,Paid,,,,,,,0,100506.0,Produkta brāķis,2023-12-01
100364.0,2023-11-28,C0003,Electronics,TV Pro,1094.93,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-28
101173.0,2023-12-07,C0002,Electronics,Tablet A,636.8,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-07
100612.0,2023-12-04,C0052,Accessories,Charger,35.09,3,Pending,,,,,,,0,,Nav sūdzību,2023-12-04
100040.0,2023-11-16,C0238,Electronics,Laptop X,1653.4,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-16
101085.0,2023-12-13,C0038,Smart Home,NordCam Mini,91.86,2,Paid,,,,,,,0,,Nav sūdzību,2023-12-13
100412.0,,C0053,Electronics,TV Pro,1261.41,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100278.0,,C0181,Smart Home,NordLock Pro,247.91,1,Paid,,,,,,,0,,Nav sūdzību,NaT
101101.0,2023-12-14,C0004,Smart Home,NordLock Pro,211.15,1,Paid,,,,,,,0,101101.0,Piegāde,2023-12-14
100565.0,2023-12-03,C0005,Smart Home,NordLock Pro,185.0,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-03
100827.0,2023-12-08,C0013,Electronics,Tablet A,665.07,1,Paid,R000002,TX-100827,2023-12-20,665.07,Processed,100827.0,1,,Nav sūdzību,2023-12-08
100561.0,,C0002,Electronics,Tablet A,771.78,1,Paid,,,,,,,0,,Nav sūdzību,NaT
101183.0,,C0170,Accessories,Charger,30.35,2,Paid,,,,,,,0,,Nav sūdzību,NaT
100426.0,2023-11-29,C0031,Accessories,Screen Protector,8.99,2,Failed,,,,,,,0,,Nav sūdzību,2023-11-29
100345.0,2023-11-27,C0250,Electronics,TV Pro,1536.64,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-27
100998.0,,C0001,Accessories,Laptop Sleeve,23.36,1,Failed,,,,,,,0,,Nav sūdzību,NaT
101047.0,2023-12-13,C0023,Electronics,Tablet A,441.24,1,Paid,,,,,,,0,101047.0,Produkta brāķis,2023-12-13
100471.0,2023-11-30,C0019,Smart Home,NordLock Pro,180.99,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-30
100303.0,2023-11-26,C0003,Smart Home,NordLock Pro,224.82,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-26
101002.0,,C0008,Electronics,Tablet A,318.91,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100570.0,2023-12-03,C0001,Accessories,Laptop Sleeve,19.23,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-03
100058.0,2023-11-17,C0031,Electronics,TV Pro,914.97,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-17
100395.0,2023-11-29,C0169,Electronics,NoiseCancel Headphones,180.76,1,Paid,,,,,,,0,100395.0,Piegāde,2023-11-29
100093.0,2023-11-18,C0004,Electronics,Smartphone Z,894.13,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-18
100798.0,2023-12-08,C0004,Accessories,Laptop Sleeve,41.56,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-08
100573.0,2023-12-03,C0008,Electronics,Laptop X,1597.38,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-03
100484.0,2023-12-01,C0137,Smart Home,NordCam Mini,80.0,1,Paid,,,,,,,0,100484.0,Piegāde,2023-12-01
100261.0,2023-11-25,C0010,Electronics,NoiseCancel Headphones,258.75,1,Paid,R000003,Ref: 100261,2023-12-07,258.75,Processed,100261.0,1,100261.0,Piegāde,2023-11-25
100084.0,2023-11-18,C0001,Accessories,Wireless Mouse,56.31,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-18
100592.0,2023-12-03,C0024,Smart Home,NordLock Pro,189.75,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-03
100003.0,2023-11-15,C0059,Electronics,Laptop X,1446.04,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-15
100042.0,2023-11-16,C0002,Accessories,Charger,18.8,3,Paid,,,,,,,0,,Nav sūdzību,2023-11-16
100327.0,2023-11-27,C0002,Electronics,Laptop X,1437.5,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-27
100087.0,,C0002,Accessories,Accessory Bundle,32.79,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100457.0,,C0010,Accessories,Screen Protector,5.0,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100965.0,2023-12-11,C0279,Accessories,Screen Protector,12.26,1,Paid,,,,,,,0,100965.0,Piegāde,2023-12-11
101028.0,2023-12-12,C0044,Accessories,Wireless Mouse,31.71,1,Paid,,,,,,,0,101028.0,Lietotnes/Savienojuma kļūda,2023-12-12
100731.0,,C0002,Electronics,TV Pro,1405.31,2,Paid,,,,,,,0,,Nav sūdzību,NaT
100852.0,,C0113,Accessories,USB-C Cable,18.62,2,Paid,,,,,,,0,,Nav sūdzību,NaT
100916.0,2023-12-10,C0003,Electronics,Laptop X,1608.63,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-10
101071.0,2023-12-13,C0013,Accessories,Wireless Mouse,26.47,2,Paid,,,,,,,0,101071.0,Piegāde,2023-12-13
101160.0,2023-11-25,C0004,Accessories,Phone Case,19.93,2,Paid,,,,,,,0,,Nav sūdzību,2023-11-25
100108.0,,C0008,Smart Home,NordPlug,24.89,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100690.0,2023-12-06,C0003,Smart Home,NordLock Pro,192.91,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-06
100986.0,2023-12-11,C0178,Accessories,Charger,45.19,4,Paid,,,,,,,0,100986.0,Piegāde,2023-12-11
100747.0,,C0006,Accessories,Screen Protector,11.32,4,Paid,,,,,,,0,,Nav sūdzību,NaT
101059.0,2023-12-13,C0002,Smart Home,NordLock Pro,202.54,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-13
101184.0,2023-11-28,C0001,Smart Home,NordLock Pro,210.88,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-28
100165.0,,C0001,Electronics,Smartphone Z,771.06,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100779.0,2023-12-07,C0001,Electronics,TV Pro,916.41,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-07
100039.0,2023-11-16,C0003,Accessories,Accessory Bundle,91.93,2,Paid,,,,,,,0,,Nav sūdzību,2023-11-16
100149.0,2023-11-21,C0001,Electronics,Tablet A,475.44,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-21
100068.0,,C0004,Accessories,Accessory Bundle,84.63,2,Paid,,,,,,,0,,Nav sūdzību,NaT
100260.0,2023-11-25,C0003,Electronics,Smartphone Z,706.61,2,Paid,,,,,,,0,,Nav sūdzību,2023-11-25
100558.0,,C0008,Electronics,Tablet A,356.42,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100184.0,,C0028,Smart Home,NordLock Pro,210.27,2,Paid,,,,,,,0,,Nav sūdzību,NaT
101079.0,,C0003,Accessories,Charger,40.81,1,Paid,,,,,,,0,,Nav sūdzību,NaT
101094.0,2023-12-14,C0030,Electronics,Laptop X,1326.3,2,Paid,,,,,,,0,101094.0,Produkta brāķis,2023-12-14
100944.0,2023-12-11,C0289,Electronics,NoiseCancel Headphones,157.39,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-11
100617.0,2023-12-04,C0002,Electronics,Tablet A,351.21,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-04
100136.0,,C0256,Smart Home,NordTherm,85.0,2,Paid,,,,,,,0,,Nav sūdzību,NaT
100974.0,2023-12-11,C0031,Accessories,Accessory Bundle,68.13,3,Paid,,,,,,,0,100974.0,Produkta brāķis,2023-12-11
100955.0,2023-12-11,C0002,Accessories,Screen Protector,5.43,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-11
101060.0,2023-12-13,C0001,Electronics,TV Pro,1293.65,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-13
100726.0,2023-12-06,C0001,Electronics,NoiseCancel Headphones,302.52,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-06
101151.0,2023-12-11,C0007,Accessories,Accessory Bundle,44.45,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-11
100861.0,2023-12-09,C0046,Smart Home,NordLock Pro,201.0,1,Paid,,,,,,,0,100861.0,Produkta brāķis,2023-12-09
100329.0,2023-11-27,C0001,Accessories,Phone Case,12.21,2,Paid,,,,,,,0,,Nav sūdzību,2023-11-27
100312.0,,C0148,Electronics,Laptop X,1691.9,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100377.0,2023-11-28,C0009,Accessories,USB-C Cable,19.51,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-28
100639.0,,C0042,Smart Home,NordLock Pro,223.67,2,Paid,,,,,,,0,,Nav sūdzību,NaT
101098.0,2023-12-14,C0001,Accessories,Charger,22.04,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-14
100173.0,,C0008,Electronics,Smartphone Z,1043.81,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100883.0,2023-12-09,C0002,Electronics,Laptop X,1389.38,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-09
100560.0,,C0196,Electronics,Smartphone Z,840.55,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100289.0,2023-11-25,C0005,Smart Home,NordLock Pro,249.63,2,Paid,,,,,,,0,,Nav sūdzību,2023-11-25
100294.0,,C0002,Accessories,USB-C Cable,13.57,2,Paid,,,,,,,0,,Nav sūdzību,NaT
100435.0,2023-11-29,C0008,Accessories,Screen Protector,8.41,3,Paid,,,,,,,0,,Nav sūdzību,2023-11-29
101154.0,2023-12-11,C0015,Smart Home,NordLock Pro,241.95,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-11
100666.0,,C0001,Accessories,Laptop Sleeve,22.57,4,Paid,,,,,,,0,,Nav sūdzību,NaT
100270.0,,C0031,Accessories,Laptop Sleeve,17.02,2,Paid,,,,,,,0,,Nav sūdzību,NaT
101087.0,2023-12-14,C0009,Electronics,Tablet A,484.26,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-14
100321.0,2023-11-27,C0004,Accessories,Accessory Bundle,51.76,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-27
100462.0,2023-11-30,C0009,Electronics,Laptop X,1389.57,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-30
100370.0,2023-11-28,C0217,Accessories,USB-C Cable,19.89,2,Failed,,,,,,,0,,Nav sūdzību,2023-11-28
100218.0,2023-11-23,C0004,Electronics,Smartphone Z,989.29,2,Paid,,,,,,,0,,Nav sūdzību,2023-11-23
100083.0,,C0002,Smart Home,NordLock Pro,215.0,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100273.0,2023-11-25,C0002,Electronics,Laptop X,1374.89,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-25
100637.0,2023-12-04,C0003,Electronics,Smartphone Z,713.0,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-04
101103.0,2023-12-14,C0103,Accessories,Accessory Bundle,63.95,1,Paid,,,,,,,0,101103.0,Produkta brāķis,2023-12-14
100178.0,2023-11-22,C0025,Electronics,NoiseCancel Headphones,252.35,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-22
100593.0,2023-12-03,C0297,Accessories,Laptop Sleeve,27.83,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-03
100410.0,2023-11-29,C0026,Accessories,Accessory Bundle,35.78,1,Pending,,,,,,,0,,Nav sūdzību,2023-11-29
100401.0,2023-11-29,C0017,Accessories,Phone Case,10.0,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-29
100438.0,2023-11-30,C0010,Accessories,Charger,20.58,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-30
100600.0,,C0043,Accessories,Phone Case,32.88,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100753.0,2023-12-07,C0040,Electronics,Tablet A,436.32,1,Paid,,,,,,,0,100753.0,Produkta brāķis,2023-12-07
100765.0,2023-12-07,C0080,Electronics,Laptop X,1361.87,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-07
100782.0,2023-12-07,C0001,Smart Home,NordLock Pro,201.0,2,Paid,,,,,,,0,,Nav sūdzību,2023-12-07
101064.0,,C0002,Accessories,Phone Case,16.39,3,Paid,,,,,,,0,,Nav sūdzību,NaT
100477.0,,C0001,Smart Home,NordLock Pro,195.76,1,Pending,,,,,,,0,,Nav sūdzību,NaT
100936.0,2023-12-11,C0151,Electronics,TV Pro,1641.8,1,Paid,,,,,,,0,100936.0,Piegāde,2023-12-11
100489.0,2023-12-01,C0015,Electronics,Tablet A,559.0,2,Paid,,,,,,,0,,Nav sūdzību,2023-12-01
100238.0,2023-11-24,C0270,Accessories,USB-C Cable,17.0,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-24
100026.0,,C0091,Electronics,NoiseCancel Headphones,192.39,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100244.0,2023-11-24,C0002,Electronics,NoiseCancel Headphones,229.51,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-24
100828.0,2023-12-08,C0001,Accessories,Screen Protector,13.81,2,Paid,,,,,,,0,,Nav sūdzību,2023-12-08
100976.0,2023-12-11,C0008,Electronics,Tablet A,365.96,1,Paid,,,,,,,0,100976.0,Cits,2023-12-11
100427.0,2023-11-29,C0001,Electronics,TV Pro,1187.16,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-29
100023.0,,C0016,Accessories,Accessory Bundle,30.78,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100256.0,2023-11-24,C0002,Smart Home,NordLock Pro,235.74,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-24
100293.0,2023-11-25,C0001,Accessories,Charger,40.76,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-25
100811.0,2023-12-08,C0008,Electronics,NoiseCancel Headphones,161.34,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-08
100295.0,2023-11-25,C0001,Electronics,Smartphone Z,789.49,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-25
100785.0,2023-12-07,C0034,Electronics,Smartphone Z,1072.68,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-07
100122.0,2023-11-20,C0113,Accessories,Phone Case,33.56,1,Paid,,,,,,,0,100122.0,Lietotnes/Savienojuma kļūda,2023-11-20
100807.0,2023-12-08,C0007,Accessories,USB-C Cable,12.72,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-08
100953.0,2023-12-11,C0015,Smart Home,NordLock Pro,241.95,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-11
101084.0,2023-12-13,C0225,Accessories,Laptop Sleeve,20.38,2,Paid,,,,,,,0,,Nav sūdzību,2023-12-13
100317.0,2023-11-27,C0001,Electronics,Smartphone Z,724.77,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-27
100679.0,,C0001,Smart Home,NordLock Pro,197.29,1,Pending,,,,,,,0,,Nav sūdzību,NaT
100503.0,2023-12-01,C0122,Smart Home,NordLock Pro,207.18,1,Paid,,,,,,,0,100503.0,Atgriešana/Atmaksas pieprasījums,2023-12-01
100190.0,2023-11-22,C0215,Electronics,Smartphone Z,846.71,2,Paid,,,,,,,0,,Nav sūdzību,2023-11-22
100763.0,,C0001,Accessories,USB-C Cable,16.94,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100171.0,2023-11-22,C0090,Accessories,Charger,28.87,4,Paid,,,,,,,0,100171.0,Cits,2023-11-22
100155.0,,C0003,Electronics,TV Pro,1019.81,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100177.0,,C0002,Electronics,NoiseCancel Headphones,309.0,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100350.0,2023-11-27,C0038,Accessories,Charger,34.12,2,Paid,,,,,,,0,100350.0,Lietotnes/Savienojuma kļūda,2023-11-27
100991.0,2023-12-12,C0107,Electronics,Tablet A,427.39,1,Failed,,,,,,,0,,Nav sūdzību,2023-12-12
101066.0,2023-12-13,C0007,Electronics,NoiseCancel Headphones,258.62,1,Pending,,,,,,,0,,Nav sūdzību,2023-12-13
100583.0,2023-12-03,C0001,Electronics,TV Pro,1181.73,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-03
101191.0,2023-11-15,C0002,Electronics,Tablet A,488.25,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-15
101035.0,2023-12-12,C0001,Smart Home,NordLock Pro,195.28,2,Paid,,,,,,,0,101035.0,Piegāde,2023-12-12
100578.0,2023-12-03,C0012,Accessories,Wireless Mouse,51.21,1,Pending,,,,,,,0,,Nav sūdzību,2023-12-03
101031.0,,C0020,Smart Home,NordLock Pro,205.55,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100524.0,2023-12-02,C0104,Accessories,Wireless Mouse,18.15,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-02
100777.0,2023-12-07,C0206,Accessories,Phone Case,16.43,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-07
101175.0,2023-12-07,C0004,Electronics,Smartphone Z,893.14,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-07
100607.0,2023-12-04,C0054,Electronics,Laptop X,1698.65,1,Paid,,,,,,,0,100607.0,Atgriešana/Atmaksas pieprasījums,2023-12-04
100983.0,2023-12-11,C0038,Accessories,Laptop Sleeve,38.52,2,Paid,,,,,,,0,,Nav sūdzību,2023-12-11
100562.0,,C0142,Accessories,USB-C Cable,17.33,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100842.0,2023-12-08,C0007,Electronics,Laptop X,1714.94,1,Paid,R000004,Ref: 100842,2023-12-24,1714.94,Processed,100842.0,1,,Nav sūdzību,2023-12-08
101187.0,2023-11-29,C0017,Smart Home,NordTherm,83.85,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-29
100630.0,2023-12-04,C0069,Accessories,Wireless Mouse,13.89,1,Paid,,,,,,,0,100630.0,Lietotnes/Savienojuma kļūda,2023-12-04
100898.0,2023-12-10,C0001,Smart Home,NordLock Pro,241.97,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-10
100067.0,2023-11-17,C0003,Accessories,Wireless Mouse,56.08,1,Paid,R000005,100067,2023-11-23,56.08,Processed,100067.0,1,,Nav sūdzību,2023-11-17
100714.0,,C0001,Accessories,Screen Protector,12.92,1,Paid,,,,,,,0,,Nav sūdzību,NaT
100182.0,2023-11-22,C0001,Electronics,TV Pro,1046.88,1,Failed,,,,,,,0,,Nav sūdzību,2023-11-22
100958.0,2023-12-11,C0001,Accessories,Charger,43.0,3,Paid,,,,,,,0,,Nav sūdzību,2023-12-11
100696.0,2023-12-06,C0135,Smart Home,NordLock Pro,225.0,2,Paid,,,,,,,0,100696.0,Piegāde,2023-12-06
100334.0,2023-11-27,C0005,Electronics,Tablet A,322.05,1,Paid,,,,,,,0,,Nav sūdzību,2023-11-27
100938.0,,C0014,Electronics,Smartphone Z,782.74,1,Failed,,,,,,,0,,Nav sūdzību,NaT
100733.0,2023-12-06,C0050,Accessories,Charger,48.23,3,Paid,,,,,,,0,,Nav sūdzību,2023-12-06
100913.0,2023-12-10,C0001,Accessories,Wireless Mouse,19.15,1,Paid,,,,,,,0,100913.0,Produkta brāķis,2023-12-10
100644.0,2023-12-04,C0301,Accessories,USB-C Cable,9.53,2,Paid,,,,,,,0,100644.0,Lietotnes/Savienojuma kļūda,2023-12-04
100541.0,2023-12-02,C0020,Accessories,Wireless Mouse,58.32,1,Paid,,,,,,,0,,Nav sūdzību,2023-12-02
